pop_total,sex_total,sex_male,sex_female,age_median,households,race_total,race_white,race_black,race_native,race_asian,inc_total_pop,inc_no_pop,inc_with_pop,inc_pop_10k,inc_pop_1k_15k,inc_pop_15k_25k,inc_pop_25k_35k,inc_pop_35k_50k,inc_pop_50k_65k,inc_pop_65k_75k,inc_pop_75k,inc_median_ind,travel_total_to_work,travel_driving_to_work,travel_pt_to_work,travel_taxi_to_work,travel_cycle_to_work,travel_walk_to_work,travel_work_from_home,edu_total_pop,bachelor_male_25_34,master_phd_male_25_34,bachelor_male_35_44,master_phd_male_35_44,bachelor_male_45_64,master_phd_male_45_64,bachelor_male_65_over,master_phd_male_65_over,bachelor_female_25_34,master_phd_female_25_34,bachelor_female_35_44,master_phd_female_35_44,bachelor_female_45_64,master_phd_female_45_64,bachelor_female_65_over,master_phd_female_65_over,edu_total,edu_bachelor,edu_master,edu_phd,inc_median_household,inc_per_capita,employment_total_labor,employment_employed,employment_unemployed,housing_units_total,housing_units_occupied,housing_units_vacant,rent_median,property_value_total,property_value_median,vehicle_total_imputed,state,state_fips,county_fips,tract_fips,full_ct_fips,household_size_avg,sex_male_ratio,race_white_ratio,race_black_ratio,race_native_ratio,race_asian_ratio,travel_driving_ratio,travel_pt_ratio,travel_taxi_ratio,travel_cycle_ratio,travel_walk_ratio,travel_work_home_ratio,edu_bachelor_ratio,edu_master_ratio,edu_phd_ratio,edu_higher_edu_ratio,employment_unemployed_ratio,vehicle_per_capita,vehicle_per_household,vacancy_ratio,FIPS,car_sum,pickup,pickup_p,suv,suv_p,sedan,sedan_p,japan_p,us_p
4426,4426,1994,2432,25.9,1750,4426,2223,1807,13,199,3905,659,3246,923,294,538,668,563,71,24,165,21703,2328,1785,48,0,260,118,110,3895,205,48,25,42,29,33,22,12,468,115,10,14,74,60,47,18,2717,880,300,18,33011,19676,3898,2504,1394,2060,1750,310,825,292,145000,2328,FL,12,1,301,12001000301,2.529142857,0.450519657,0.502259376,0.408269318,0.002937189,0.044961591,0.766752577,0.020618557,0,0.111683849,0.050687285,0.047250859,0.32388664,0.1104159,0.006624954,0.440927494,0.357619292,0.525982829,1.330285714,0.150485437,12001000301,24,1,4.1667,2,8.3333,15,62.5,4.1667,0
6223,6223,2882,3341,32.9,1955,6223,3909,1038,45,307,4889,736,4153,940,818,687,1035,280,133,89,171,19846,2506,2297,0,0,0,115,94,4677,0,0,12,0,54,30,0,0,0,0,0,74,0,19,0,45,3792,66,126,0,37979,16013,4804,2792,2012,2393,1955,438,901,994,116700,2506,FL,12,5,803,12005000803,3.183120205,0.463120681,0.628153624,0.166800578,0.007231239,0.049333119,0.91660016,0,0,0,0.045889864,0.037509976,0.017405063,0.033227848,0,0.050632911,0.418817652,0.402699663,1.281841432,0.183033849,12005000803,18,2,11.1111,8,44.4444,6,33.3333,0,0
4376,4376,2235,2141,41.2,1794,4376,3351,690,30,156,3853,393,3460,496,373,634,684,580,278,107,308,30293,1995,1820,22,0,0,16,100,3750,37,0,6,28,50,13,21,6,52,12,13,19,11,33,16,11,3403,206,110,12,57321,28887,3774,2166,1608,2077,1794,283,993,1220,145600,1995,FL,12,5,805,12005000805,2.439241918,0.510740402,0.765767824,0.157678245,0.006855576,0.035648995,0.912280702,0.011027569,0,0,0.00802005,0.050125313,0.060534822,0.03232442,0.0035263,0.096385542,0.426073132,0.455895795,1.112040134,0.136254213,12005000805,22,2,9.0909,2,9.0909,8,36.3636,9.0909,9.0909
3519,3519,1707,1812,37.7,1278,3519,2598,476,23,122,2851,357,2494,464,285,413,386,429,168,46,303,27146,1541,1425,45,0,10,9,32,2702,15,0,35,25,29,36,47,41,0,7,31,0,57,38,20,21,2506,234,154,6,52711,26127,2823,1723,1100,1667,1278,389,1110,970,180500,1541,FL,12,5,806,12005000806,2.753521127,0.485080989,0.73827792,0.1352657,0.006535948,0.03466894,0.924724205,0.029201817,0,0.006489293,0.005840363,0.020765737,0.093375898,0.061452514,0.002394254,0.157222666,0.389656394,0.437908497,1.205790297,0.233353329,12005000806,6,0,0,4,66.6667,2,33.3333,0,0
8353,8353,3722,4631,38.2,3151,8353,7092,678,0,132,7116,960,6156,1052,551,874,819,914,708,177,1061,31088,4262,4139,0,0,0,50,73,6579,166,59,68,118,340,137,135,73,212,83,105,18,147,117,104,101,5607,1277,484,133,70060,31522,7039,4565,2474,3579,3151,428,1247,1945,226600,4262,FL,12,5,1404,12005001404,2.650904475,0.445588411,0.849036274,0.081168442,0,0.015802706,0.97114031,0,0,0,0.011731581,0.017128109,0.227751026,0.086320671,0.02372035,0.337792046,0.351470379,0.510235843,1.35258648,0.119586477,12005001404,6,4,66.6667,2,33.3333,0,0,0,33.3333
3943,3943,1727,2216,42.2,1815,3943,3289,478,48,17,3220,157,3063,492,310,682,662,380,265,51,221,25525,1792,1629,76,0,28,19,40,3149,12,31,14,15,53,34,44,36,67,0,43,67,29,40,86,13,2827,348,204,23,43631,24772,3187,2006,1181,2111,1815,296,1024,1049,126500,1792,FL,12,5,2300,12005002300,2.172451791,0.437991377,0.834136444,0.121227492,0.012173472,0.004311438,0.909040179,0.042410714,0,0.015625,0.010602679,0.022321429,0.123098691,0.072161302,0.008135833,0.203395826,0.370567932,0.454476287,0.987327824,0.140217906,12005002300,17,2,11.7647,9,52.9412,3,17.6471,0,23.5294
3941,3941,1848,2093,30.7,1676,3941,2820,796,0,95,3058,220,2838,623,288,828,441,336,107,36,179,20774,1953,1658,113,13,0,11,36,3015,62,0,12,0,78,0,35,49,8,48,18,15,47,12,6,14,2643,266,138,0,33462,20986,3033,2100,933,2015,1676,339,899,725,119800,1953,FL,12,5,2400,12005002400,2.351431981,0.468916519,0.715554428,0.201979193,0,0.024105557,0.848950333,0.057859703,0.006656426,0,0.00563236,0.01843318,0.100643208,0.052213394,0,0.152856602,0.307616222,0.495559503,1.165274463,0.168238213,12005002400,5,0,0,2,40,3,60,0,20
8752,8752,4300,4452,35.7,3533,8752,7824,181,55,391,6945,393,6552,1136,452,1225,996,835,752,98,1058,27372,4704,4335,0,0,23,21,206,6499,205,0,91,60,354,146,93,48,53,63,186,56,343,47,55,23,5934,1380,384,11,57198,35586,6814,5200,1614,4159,3533,626,1070,2541,205400,4704,FL,12,5,2604,12005002604,2.477214832,0.491316271,0.893967093,0.020680987,0.006284278,0.044675503,0.921556122,0,0,0.004889456,0.004464286,0.043792517,0.23255814,0.06471183,0.001853724,0.299123694,0.236865277,0.537477148,1.331446363,0.150516951,12005002604,21,3,14.2857,7,33.3333,6,28.5714,4.7619,19.0476
3186,3186,1654,1532,48.4,1237,3186,2984,10,0,73,2746,204,2542,558,67,322,309,311,246,90,639,35408,1365,1257,0,0,34,0,74,2564,50,0,68,28,116,79,141,95,42,20,72,57,106,120,74,67,2250,669,347,32,91289,54267,2678,1420,1258,2132,1237,895,1423.4,1082,351000,1365,FL,12,5,2608,12005002608,2.575586095,0.519146265,0.936597615,0.003138732,0,0.022912743,0.920879121,0,0,0.024908425,0,0.054212454,0.297333333,0.154222222,0.014222222,0.465777778,0.469753547,0.428436911,1.103476152,0.419793621,12005002608,2,1,50,0,0,0,0,0,0
8321,8321,4200,4121,45.9,2856,8321,6441,619,0,827,6705,1148,5557,888,443,582,319,713,390,206,2016,44589,3633,2852,0,0,0,0,693,6266,56,23,185,133,472,417,138,297,96,33,183,127,536,363,134,197,5725,1800,946,151,110909,52844,6602,3832,2770,3162,2856,306,2421,1975,520100,3633,FL,12,11,10601,12011010601,2.913515406,0.504747026,0.774065617,0.074390097,0,0.099387093,0.785026149,0,0,0,0,0.190751445,0.31441048,0.165240175,0.026375546,0.506026201,0.419569827,0.436606177,1.272058824,0.096774194,12011010601,4,0,0,2,50,1,25,0,0
5119,5119,2567,2552,29.3,1348,5119,2726,1809,29,107,3824,678,3146,767,317,698,672,253,263,58,118,21445,2578,2341,86,0,0,54,6,3591,5,22,0,12,37,34,0,0,33,50,0,17,32,24,19,0,2938,126,129,12,38214,16198,3709,2758,951,1495,1348,147,1490,863,163200,2578,FL,12,11,20405,12011020405,3.797477745,0.50146513,0.532525884,0.353389334,0.005665169,0.02090252,0.90806827,0.033359193,0,0,0.02094647,0.002327386,0.042886317,0.04390742,0.004084411,0.090878148,0.256403343,0.503613987,1.912462908,0.098327759,12011020405,38,6,15.7895,15,39.4737,8,21.0526,2.6316,2.6316
3230,3230,1686,1544,51.8,1545,3230,2836,288,0,34,2965,221,2744,316,280,292,281,418,424,77,656,40122,1562,1274,151,0,0,28,90,2868,63,38,25,34,85,65,81,40,54,31,62,25,140,59,123,62,2713,633,255,38,77188,50999,2881,1806,1075,1942,1545,397,1642,1004,471100,1562,FL,12,11,30902,12011030902,2.090614887,0.521981424,0.878018576,0.089164087,0,0.010526316,0.815620999,0.096670935,0,0,0.017925736,0.057618438,0.233321047,0.093991891,0.014006635,0.341319572,0.373134328,0.483591331,1.011003236,0.204428424,12011030902,33,7,21.2121,12,36.3636,10,30.303,3.0303,9.0909
4188,4188,2098,2090,35.6,1136,4188,516,3566,0,6,3312,511,2801,675,582,491,421,409,171,18,34,17215,1770,1503,185,5,0,7,38,3060,23,0,14,31,29,0,0,6,12,20,53,8,10,6,15,6,2681,156,67,0,39211,15002,3191,1994,1197,1192,1136,56,1589,749,166700,1770,FL,12,11,40902,12011040902,3.686619718,0.50095511,0.123209169,0.85148042,0,0.001432665,0.849152542,0.104519774,0.002824859,0,0.003954802,0.021468927,0.058187244,0.024990675,0,0.083177919,0.375117518,0.422636103,1.558098592,0.046979866,12011040902,38,0,0,12,31.5789,16,42.1053,2.6316,7.8947
5286,5286,3217,2069,37.2,2333,5286,2886,1360,0,163,4353,547,3806,685,502,582,555,289,378,170,645,26444,2689,2197,214,0,62,21,121,4158,190,0,124,0,241,71,63,67,50,59,27,37,202,71,42,107,3854,939,206,103,46275,33174,4301,2853,1448,2660,2333,327,1072,1016,366300,2689,FL,12,11,42700,12011042700,2.26575225,0.608588725,0.545970488,0.25728339,0,0.030836171,0.817032354,0.079583488,0,0.023056898,0.007809595,0.044998141,0.243642968,0.05345096,0.02672548,0.323819408,0.336665892,0.508702232,1.152593228,0.122932331,12011042700,29,3,10.3448,7,24.1379,14,48.2759,3.4483,10.3448
4806,4806,2326,2480,41.4,1671,4806,4010,615,0,90,4268,629,3639,480,190,615,615,712,256,73,698,33046,2737,2338,64,0,23,0,247,3858,39,6,79,0,155,91,59,83,62,44,172,38,218,68,24,15,3548,808,271,31,83506,36337,4110,2861,1249,1921,1671,250,1530,1320,285400,2737,FL,12,11,43100,12011043100,2.876122083,0.48397836,0.8343737,0.127965044,0,0.018726592,0.854219949,0.023383266,0,0.008403361,0,0.090244794,0.227733935,0.07638106,0.008737317,0.312852311,0.303892944,0.569496463,1.637941352,0.130140552,12011043100,31,0,0,8,25.8065,11,35.4839,0,3.2258
5872,5872,3639,2233,51.9,2872,5872,4590,930,0,88,5451,535,4916,551,417,602,713,880,454,245,1054,38966,3073,2432,145,28,21,39,408,5354,19,32,169,83,486,176,121,144,51,22,38,0,149,131,125,133,4971,1158,490,135,68712,44902,5451,3329,2122,3421,2872,549,1340,1751,332000,3073,FL,12,11,50900,12011050900,2.044568245,0.619720708,0.781675749,0.158378747,0,0.014986376,0.791409047,0.047185161,0.009111617,0.006833713,0.012691181,0.132769281,0.232951116,0.098571716,0.027157514,0.358680346,0.389286369,0.523331063,1.069986072,0.160479392,12011050900,24,5,20.8333,3,12.5,9,37.5,0,4.1667
6335,6335,2661,3674,37.1,1965,6335,2426,3197,60,34,5285,471,4814,585,540,1013,710,723,389,173,681,27500,3846,3463,46,0,60,40,194,5110,61,0,125,59,86,69,63,0,361,57,141,26,306,146,12,11,4548,1155,249,106,78375,36338,5221,4002,1219,2205,1965,240,1571,1512,265900,3846,FL,12,11,60114,12011060114,3.223918575,0.420047356,0.382951855,0.504656669,0.009471192,0.005367009,0.900416017,0.011960478,0,0.015600624,0.010400416,0.050442018,0.253957784,0.05474934,0.023306948,0.332014072,0.233480176,0.607103394,1.957251908,0.108843537,12011060114,22,2,9.0909,9,40.9091,7,31.8182,0,9.0909
7301,7301,3495,3806,36.4,2418,7301,5089,1485,0,370,6097,995,5102,900,322,467,636,577,502,217,1481,40592,4049,3385,76,0,22,64,378,5807,211,49,261,90,245,234,52,52,249,93,251,176,298,76,76,84,5073,1643,603,67,96053,41716,6013,4456,1557,3084,2418,666,1897,1497,351000,4049,FL,12,11,60120,12011060120,3.019437552,0.478701548,0.697027804,0.203396795,0,0.050677989,0.836008891,0.018770067,0,0.00543344,0.015806372,0.093356384,0.323871476,0.118864577,0.013207175,0.455943229,0.258938966,0.554581564,1.6745244,0.215953307,12011060120,11,0,0,4,36.3636,3,27.2727,9.0909,0
5940,5940,2815,3125,41.3,1759,5940,4585,708,7,341,4769,865,3904,425,393,368,489,539,351,143,1196,42213,2781,2471,0,0,0,27,171,4401,54,25,39,61,193,338,96,89,124,73,183,86,235,242,62,16,4005,986,508,37,122730,50065,4689,2972,1717,1857,1759,98,2645,1592,564500,2781,FL,12,11,60121,12011060121,3.376918704,0.473905724,0.771885522,0.119191919,0.001178451,0.057407407,0.888529306,0,0,0,0.009708738,0.061488673,0.24619226,0.126841448,0.009238452,0.38227216,0.366176157,0.468181818,1.581011939,0.05277329,12011060121,7,1,14.2857,2,28.5714,3,42.8571,28.5714,0
5211,5211,2382,2829,45.3,1951,5211,3075,1560,0,134,4411,635,3776,742,362,760,589,618,433,64,208,25769,2443,2224,75,0,29,0,79,4326,37,0,28,31,37,8,44,3,28,76,37,54,126,20,62,64,3917,399,164,8,41385,24442,4411,2600,1811,2173,1951,222,1576,1557,112300,2443,FL,12,11,60206,12011060206,2.670937981,0.45710996,0.59009787,0.299366724,0,0.025714834,0.91035612,0.030699959,0,0.011870651,0,0.03233729,0.101863671,0.041868777,0.002042379,0.145774828,0.410564498,0.468815966,1.25217837,0.102162908,12011060206,30,4,13.3333,5,16.6667,13,43.3333,3.3333,3.3333
5608,5608,2536,3072,40.1,1776,5608,4208,451,0,550,4462,656,3806,519,197,478,375,503,322,195,1217,43886,2781,2507,51,0,0,0,183,4241,84,41,195,113,175,122,40,185,126,28,141,76,297,193,100,93,3817,1158,617,84,119250,44328,4438,3016,1422,1850,1776,74,2013,1570,359900,2781,FL,12,11,70405,12011070405,3.157657658,0.452211127,0.750356633,0.080420827,0,0.09807418,0.90147429,0.018338727,0,0,0,0.065803668,0.303379618,0.161645271,0.022006812,0.4870317,0.320414601,0.495898716,1.565878378,0.04,12011070405,23,2,8.6957,9,39.1304,7,30.4348,4.3478,0
5522,5522,2562,2960,44,1612,5522,3786,1072,0,401,4541,969,3572,433,208,473,308,499,652,177,822,44541,2787,2581,27,0,0,1,170,4307,11,16,43,81,243,161,67,7,36,56,65,178,216,85,51,30,3845,732,385,64,105294,34028,4445,2971,1474,1695,1612,83,2318,1461,390900,2787,FL,12,11,110321,12011110321,3.425558313,0.463962332,0.685621152,0.194132561,0,0.072618616,0.926085396,0.009687836,0,0,0.000358809,0.060997488,0.190377113,0.100130039,0.016644993,0.307152146,0.331608549,0.504708439,1.728908189,0.048967552,12011110321,10,0,0,2,20,7,70,10,0
5628,5628,2877,2751,37.8,1609,5628,1802,2984,0,393,4646,697,3949,670,301,856,646,614,460,170,232,26446,3117,2939,49,26,50,0,53,4463,20,49,29,11,112,19,3,43,98,52,24,80,32,11,44,30,3957,362,238,55,57014,24220,4646,3352,1294,1660,1609,51,1740,1401,222100,3117,FL,12,11,110403,12011110403,3.497824736,0.51119403,0.32018479,0.530206112,0,0.069829424,0.942893808,0.015720244,0.008341354,0.016041065,0,0.017003529,0.091483447,0.060146576,0.013899419,0.165529441,0.278519156,0.553837953,1.937228092,0.030722892,12011110403,42,3,7.1429,12,28.5714,17,40.4762,4.7619,2.381
4137,4137,1868,2269,47.5,1953,4137,3728,255,0,19,3473,408,3065,712,441,507,553,381,175,82,214,22755,1440,1122,11,0,114,28,80,3292,0,0,61,9,20,19,115,104,7,0,49,29,63,81,83,79,3018,398,257,35,33360,30045,3434,1606,1828,2429,1953,476,834,1016,104300,1440,FL,12,15,10302,12015010302,2.11827957,0.451534929,0.901136089,0.061638869,0,0.0045927,0.779166667,0.007638889,0,0.079166667,0.019444444,0.055555556,0.131875414,0.085155732,0.011597084,0.228628231,0.532323821,0.348078318,0.737327189,0.195965418,12015010302,7,0,0,4,57.1429,3,42.8571,0,14.2857
5619,5619,2540,3079,57.7,2193,5619,5076,467,0,54,4952,340,4612,590,482,959,722,449,633,220,557,28563,2061,1843,14,0,0,0,166,4782,0,0,34,0,164,105,291,85,31,42,114,39,96,0,85,86,4653,815,249,19,62257,36322,4887,2232,2655,2799,2193,606,1149,1984,231000,2061,FL,12,15,20103,12015020103,2.562243502,0.452037729,0.903363588,0.083110874,0,0.009610251,0.894226104,0.006792819,0,0,0,0.080543426,0.175155813,0.053513862,0.004083387,0.232753063,0.543278085,0.366791244,0.939808482,0.216505895,12015020103,7,1,14.2857,0,0,5,71.4286,0,14.2857
1759,1759,859,900,51.8,724,1759,1679,33,0,47,1532,146,1386,112,156,218,316,272,95,56,161,32273,792,731,0,0,3,0,58,1497,5,8,0,17,26,18,60,13,0,18,13,7,39,22,24,45,1373,167,91,33,56667,31893,1528,826,702,827,724,103,978,582,193100,792,FL,12,15,21001,12015021001,2.429558011,0.488345651,0.954519613,0.018760659,0,0.026719727,0.922979798,0,0,0.003787879,0,0.073232323,0.121631464,0.066278223,0.02403496,0.211944647,0.459424084,0.450255827,1.093922652,0.124546554,12015021001,3,2,66.6667,0,0,0,0,0,33.3333
2638,2638,1329,1309,68.5,1356,2638,2587,0,0,26,2574,216,2358,280,259,524,300,212,314,127,342,28955,688,540,0,0,20,8,113,2540,0,0,15,0,6,0,200,142,0,0,0,0,99,70,95,67,2513,415,227,8,55428,38350,2564,792,1772,3214,1356,1858,881,1012,281100,688,FL,12,15,30301,12015030301,1.945427729,0.503790751,0.980667172,0,0,0.009855951,0.784883721,0,0,0.029069767,0.011627907,0.164244186,0.165141265,0.090330283,0.003183446,0.258654994,0.691107644,0.260803639,0.507374631,0.578095831,12015030301,2,0,0,0,0,2,100,0,0
5544,5544,2996,2548,44.2,1912,5544,5375,55,22,0,4308,576,3732,698,333,753,514,442,568,104,320,27158,2353,2322,0,0,0,0,13,4010,21,43,20,0,15,12,29,13,25,0,75,17,75,33,0,0,3688,260,54,12,58357,23167,4242,2532,1710,2207,1912,295,1026,1420,124400,2353,FL,12,19,30103,12019030103,2.89958159,0.54040404,0.969516595,0.009920635,0.003968254,0,0.986825329,0,0,0,0,0.005524862,0.070498915,0.014642082,0.003253796,0.088394794,0.40311174,0.424422799,1.230648536,0.133665609,12019030103,1,0,0,0,0,0,0,0,0
3329,3329,1635,1694,34.1,1297,3329,1870,827,0,116,2793,296,2497,301,208,545,452,442,348,35,166,28714,1691,1502,0,0,29,55,77,2669,73,4,42,44,27,8,50,34,72,43,28,55,28,63,23,5,2408,343,230,26,58597,25782,2749,1880,869,1328,1297,31,1161,592,146800,1691,FL,12,19,30303,12019030303,2.566692367,0.49113848,0.561730249,0.24842295,0,0.034845299,0.888231815,0,0,0.017149616,0.032525133,0.045535186,0.14244186,0.09551495,0.010797342,0.248754153,0.316114951,0.507960348,1.303777949,0.023343373,12019030303,32,2,6.25,4,12.5,8,25,0,0
4563,4563,2192,2371,34,1684,4563,3173,486,0,183,3748,494,3254,385,340,766,441,607,221,123,371,27138,2555,2427,4,6,0,13,46,3522,10,0,72,0,97,10,27,42,65,42,92,21,171,33,8,17,3084,542,131,24,59205,28312,3680,2628,1052,1900,1684,216,1045,934,157300,2555,FL,12,19,30304,12019030304,2.709619952,0.480385711,0.695375849,0.106508876,0,0.040105194,0.949902153,0.001565558,0.002348337,0,0.005088063,0.018003914,0.175745785,0.042477302,0.007782101,0.226005188,0.285869565,0.559938637,1.517220903,0.113684211,12019030304,20,1,5,4,20,12,60,0,0
3980,3980,1853,2127,62.6,1689,3980,3951,0,0,15,3506,214,3292,427,370,938,313,452,291,127,374,24173,1483,1226,85,0,0,0,141,3506,47,0,38,0,38,25,192,183,37,0,13,14,129,11,136,137,3438,630,266,26,56825,33412,3506,1543,1963,2884,1689,1195,1172,1165,258200,1483,FL,12,21,10508,12021010508,2.356423919,0.465577889,0.992713568,0,0,0.003768844,0.82670263,0.057316251,0,0,0,0.095077546,0.183246073,0.077370564,0.007562536,0.268179174,0.559897319,0.372613065,0.87803434,0.414355062,12021010508,3,0,0,0,0,0,0,0,0
5975,5975,2841,3134,45.6,2068,5975,4391,883,0,282,4923,823,4100,697,518,805,840,549,338,107,246,25196,2261,1983,27,31,0,0,174,4706,35,0,97,0,77,57,66,19,36,7,65,19,199,35,69,24,4087,644,124,8,49366,20675,4795,2443,2352,2279,2068,211,1305,1468,194500,2261,FL,12,35,60212,12035060212,2.88926499,0.475481172,0.734895397,0.147782427,0,0.047196653,0.877045555,0.011941619,0.013710747,0,0,0.076957099,0.157572792,0.030340103,0.001957426,0.189870321,0.490510949,0.378410042,1.093326886,0.092584467,12035060212,15,6,40,4,26.6667,1,6.6667,0,0
6009,6009,2690,3319,46.2,2322,6009,4699,1003,0,139,5005,699,4306,578,706,935,779,442,451,82,333,23778,2406,2079,72,0,0,9,208,4852,44,0,34,0,101,25,107,13,22,0,10,166,119,122,65,58,4359,502,250,0,47531,25715,4974,2562,2412,2757,2322,435,1283,1197,195200,2406,FL,12,35,60213,12035060213,2.587855297,0.447661841,0.781993676,0.166916292,0,0.023131969,0.864089776,0.029925187,0,0,0.003740648,0.08645054,0.115164028,0.057352604,0,0.172516632,0.484921592,0.400399401,1.036175711,0.157780196,12035060213,11,3,27.2727,2,18.1818,4,36.3636,0,27.2727
3632,3632,1906,1726,39.9,1400,3632,3318,91,24,0,2899,288,2611,456,448,557,446,304,248,35,117,21130,1390,1348,11,0,0,13,10,2856,9,0,48,0,17,0,21,3,53,0,0,12,50,18,8,24,2551,206,54,0,43000,19852,2869,1554,1315,1539,1400,139,849,803,123600,1390,FL,12,53,41302,12053041302,2.594285714,0.524779736,0.913546256,0.025055066,0.00660793,0,0.969784173,0.007913669,0,0,0.009352518,0.007194245,0.080752646,0.021168169,0,0.101920815,0.458347856,0.382709251,0.992857143,0.090318389,12053041302,7,1,14.2857,1,14.2857,4,57.1429,0,14.2857
1318,1318,604,714,75.6,822,1318,1300,0,0,18,1318,72,1246,151,94,324,216,169,136,15,141,27368,132,124,0,0,0,0,8,1318,7,0,0,0,12,4,115,89,0,0,22,0,6,13,88,77,1293,250,123,23,42500,34334,1318,145,1173,1029,822,207,905,720,148800,132,FL,12,53,41305,12053041305,1.603406326,0.458270106,0.986342944,0,0,0.013657056,0.939393939,0,0,0,0,0.060606061,0.193348801,0.09512761,0.01778809,0.306264501,0.889984825,0.100151745,0.160583942,0.201166181,12053041305,3,0,0,0,0,1,33.3333,0,0
1316,1316,574,742,43.2,572,1316,646,644,0,9,1072,161,911,148,109,236,158,83,65,22,90,23512,497,438,0,0,0,14,35,1042,8,0,12,0,6,32,41,50,0,5,37,0,10,22,22,7,873,136,46,12,33800,28695,1062,553,509,725,572,153,693,404,114500,497,FL,12,55,960102,12055960102,2.300699301,0.436170213,0.490881459,0.489361702,0,0.006838906,0.881287726,0,0,0,0.028169014,0.070422535,0.155784651,0.052691867,0.013745704,0.222222222,0.479284369,0.377659574,0.868881119,0.211034483,12055960102,1,0,0,1,100,0,0,0,0
1056,1056,488,568,68.5,499,1056,892,44,0,0,947,64,883,238,108,248,113,102,54,20,0,17764,173,150,0,0,0,4,0,947,0,0,0,0,12,0,7,10,0,0,0,0,5,0,0,0,903,24,10,0,32054,18490,947,203,744,714,499,215,463,426,50600,173,FL,12,55,960501,12055960501,2.116232465,0.462121212,0.84469697,0.041666667,0,0,0.867052023,0,0,0,0.023121387,0,0.026578073,0.011074197,0,0.03765227,0.78563886,0.163825758,0.346693387,0.301120448,12055960501,1,0,0,1,100,0,0,0,0
3120,3120,1542,1578,50.9,1229,3120,2444,198,0,57,2579,193,2386,567,136,537,437,309,182,84,134,23272,1107,1079,0,0,0,0,28,2528,15,0,0,0,0,27,90,23,10,0,15,0,41,31,43,30,2392,214,97,0,46809,23326,2541,1241,1300,1467,1229,238,1012,911,86100,1107,FL,12,55,960601,12055960601,2.538649308,0.494230769,0.783333333,0.063461538,0,0.018269231,0.974706414,0,0,0,0,0.025293586,0.089464883,0.040551839,0,0.130016722,0.511609603,0.354807692,0.900732303,0.162235855,12055960601,13,2,15.3846,4,30.7692,4,30.7692,0,0
6124,6124,2847,3277,65.6,3004,6124,5865,25,0,17,5617,666,4951,780,773,1153,800,585,356,205,299,22758,1609,1485,0,0,0,0,113,5406,36,0,30,33,39,11,252,72,11,0,30,28,99,54,256,102,5240,753,194,11,35286,25075,5518,1698,3820,4166,3004,1162,885,2596,115000,1609,FL,12,55,960602,12055960602,2.03861518,0.464892227,0.957707381,0.004082299,0,0.002775963,0.922933499,0,0,0,0,0.070229956,0.14370229,0.037022901,0.002099237,0.182824427,0.692279812,0.262736773,0.535619174,0.278924628,12055960602,5,1,20,0,0,1,20,0,0
6571,6571,3177,3394,47,2663,6571,5911,101,0,28,5844,698,5146,676,425,829,998,576,646,286,710,30847,2810,2654,0,0,0,0,156,5512,56,0,175,0,46,102,110,192,258,20,84,41,127,80,135,86,5154,991,349,78,56724,33707,5774,3215,2559,2971,2663,308,1120,2153,200700,2810,FL,12,55,961301,12055961301,2.467517837,0.483488054,0.899558667,0.015370568,0,0.004261147,0.944483986,0,0,0,0,0.055516014,0.192277842,0.067714397,0.015133877,0.275126116,0.443193627,0.427636585,1.055200901,0.103668798,12055961301,2,0,0,0,0,0,0,0,0
18,18,13,5,78.2,8,18,18,0,0,0,18,0,18,0,10,0,5,0,0,0,3,12250,8,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,23067,26789,18,8,10,8,8,0,789,5,96120,8,FL,12,55,980200,12055980200,2.25,0.722222222,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.555555556,0.444444444,1,0,12055980200,2,0,0,0,0,2,100,0,0
4464,4464,1919,2545,29.2,1377,4464,1317,2868,8,0,3073,487,2586,711,230,634,588,300,69,14,40,20673,1654,1292,111,96,22,69,49,2901,0,0,15,0,46,58,18,0,8,0,44,0,6,0,8,22,2484,145,80,0,30514,12882,3014,1894,1120,1464,1377,87,962,175,128500,1654,FL,12,57,1001,12057001001,3.241830065,0.429883513,0.295026882,0.642473118,0.001792115,0,0.781136638,0.067110036,0.058041112,0.013301088,0.04171705,0.029625151,0.058373591,0.032206119,0,0.09057971,0.371599204,0.370519713,1.201161946,0.05942623,12057001001,20,2,10,2,10,6,30,0,10
4011,4011,2028,1983,49.8,2237,4011,3765,31,0,140,3601,277,3324,211,192,472,155,319,269,155,1551,68373,1878,1596,15,0,0,0,267,3443,198,31,105,98,130,225,195,270,59,83,120,135,183,123,261,87,3300,1251,561,66,101679,77732,3558,1966,1592,2753,2237,516,1162,1397,457000,1878,FL,12,57,6103,12057006103,1.793026375,0.505609574,0.938668661,0.007728746,0,0.034904014,0.849840256,0.00798722,0,0,0,0.142172524,0.379090909,0.17,0.02,0.569090909,0.447442383,0.468212416,0.839517211,0.187431892,12057006103,18,1,5.5556,3,16.6667,9,50,0,11.1111
