pop_total,sex_total,sex_male,sex_female,age_median,households,race_total,race_white,race_black,race_native,race_asian,inc_total_pop,inc_no_pop,inc_with_pop,inc_pop_10k,inc_pop_1k_15k,inc_pop_15k_25k,inc_pop_25k_35k,inc_pop_35k_50k,inc_pop_50k_65k,inc_pop_65k_75k,inc_pop_75k,inc_median_ind,travel_total_to_work,travel_driving_to_work,travel_pt_to_work,travel_taxi_to_work,travel_cycle_to_work,travel_walk_to_work,travel_work_from_home,edu_total_pop,bachelor_male_25_34,master_phd_male_25_34,bachelor_male_35_44,master_phd_male_35_44,bachelor_male_45_64,master_phd_male_45_64,bachelor_male_65_over,master_phd_male_65_over,bachelor_female_25_34,master_phd_female_25_34,bachelor_female_35_44,master_phd_female_35_44,bachelor_female_45_64,master_phd_female_45_64,bachelor_female_65_over,master_phd_female_65_over,edu_total,edu_bachelor,edu_master,edu_phd,inc_median_household,inc_per_capita,employment_total_labor,employment_employed,employment_unemployed,housing_units_total,housing_units_occupied,housing_units_vacant,rent_median,property_value_total,property_value_median,vehicle_total_imputed,state,state_fips,county_fips,tract_fips,full_ct_fips,household_size_avg,sex_male_ratio,race_white_ratio,race_black_ratio,race_native_ratio,race_asian_ratio,travel_driving_ratio,travel_pt_ratio,travel_taxi_ratio,travel_cycle_ratio,travel_walk_ratio,travel_work_home_ratio,edu_bachelor_ratio,edu_master_ratio,edu_phd_ratio,edu_higher_edu_ratio,employment_unemployed_ratio,vehicle_per_capita,vehicle_per_household,vacancy_ratio,FIPS,car_sum,pickup,pickup_p,suv,suv_p,sedan,sedan_p,japan_p,us_p
4418,4418,1812,2606,43,1512,4418,3893,131,0,0,3760,794,2966,996,381,738,474,244,68,0,65,16828,1986,1497,79,0,0,16,394,3586,19,0,26,0,42,54,9,45,29,8,43,0,66,0,25,9,3118,259,94,9,26346,13638,3663,2097,1566,1560,1512,48,991,343,131100,1986,FL,12,86,9314,12086009314,2.921957672,0.410140335,0.881167949,0.029651426,0,0,0.753776435,0.039778449,0,0,0.008056395,0.198388721,0.083066068,0.03014753,0.002886466,0.116100064,0.427518428,0.449524672,1.313492063,0.030769231,12086009314,44,4,9.0909,12,27.2727,22,50,6.8182,11.3636
3276,3276,1413,1863,51.1,1317,3276,3036,82,9,0,2933,336,2597,928,531,469,300,186,85,52,46,13142,1358,1104,0,22,0,36,151,2791,67,46,33,0,66,32,43,66,54,21,90,0,55,88,121,37,2619,529,233,8,22039,15956,2902,1440,1462,1466,1317,149,1213,446,124600,1358,FL,12,86,9315,12086009315,2.487471526,0.431318681,0.926739927,0.025030525,0.002747253,0,0.812960236,0,0.016200295,0,0.026509573,0.111192931,0.201985491,0.088965254,0.003054601,0.294005346,0.503790489,0.414529915,1.031131359,0.101637108,12086009315,37,1,2.7027,7,18.9189,20,54.0541,5.4054,10.8108
4612,4612,1949,2663,35,1159,4612,3516,222,0,276,3486,702,2784,345,179,257,357,390,339,260,657,45323,2337,2091,74,0,0,24,56,3309,95,31,63,37,173,141,19,35,54,68,120,105,130,82,33,21,2957,687,318,66,102670,31758,3446,2385,1061,1199,1159,40,2429,947,386100,2337,FL,12,86,10193,12086010193,3.979292494,0.422593235,0.762359063,0.048135299,0,0.059843886,0.894736842,0.031664527,0,0,0.010269576,0.023962345,0.232330064,0.107541427,0.022319919,0.36219141,0.30789321,0.506721596,2.016393443,0.033361134,12086010193,26,1,3.8462,8,30.7692,13,50,0,3.8462
3637,3637,1854,1783,37.4,967,3637,2728,414,0,125,2843,649,2194,234,185,294,206,341,275,178,481,41799,1783,1682,12,0,0,11,72,2744,26,29,25,21,154,46,12,28,40,23,84,12,105,85,6,34,2395,452,170,12,98750,34956,2820,1930,890,993,967,26,2295,844,360900,1783,FL,12,86,10198,12086010198,3.761116856,0.509760792,0.750068738,0.11383008,0,0.034368985,0.943353898,0.00673023,0,0,0.006169377,0.04038138,0.188726514,0.070981211,0.005010438,0.264718163,0.315602837,0.490239208,1.843846949,0.026183283,12086010198,22,5,22.7273,8,36.3636,8,36.3636,0,0
3509,3509,1538,1971,46.1,995,3509,2359,601,0,173,2942,378,2564,431,336,474,236,320,312,146,309,26971,1569,1493,26,0,0,0,26,2845,23,55,15,25,79,17,38,31,29,18,53,47,102,74,69,20,2638,408,194,28,73688,27647,2940,1700,1240,1029,995,34,2083,896,308300,1569,FL,12,86,11800,12086011800,3.526633166,0.43830151,0.672271302,0.171273867,0,0.049301795,0.951561504,0.016571064,0,0,0,0.016571064,0.154662623,0.073540561,0.010614102,0.238817286,0.421768707,0.447135936,1.576884422,0.033041788,12086011800,21,3,14.2857,7,33.3333,9,42.8571,0,0
5735,5735,2930,2805,40,1707,5735,4942,461,0,20,4662,728,3934,740,323,504,816,658,531,108,254,30598,2898,2596,21,0,0,49,182,4441,44,11,68,20,99,73,33,8,55,0,66,21,113,141,97,18,3881,575,195,10,60387,23848,4643,3177,1466,1892,1707,185,1537,1261,259600,2898,FL,12,86,11900,12086011900,3.359695372,0.510897995,0.861726242,0.080383609,0,0.003487358,0.8957902,0.007246377,0,0,0.016908213,0.062801932,0.148157691,0.050244782,0.002576656,0.200979129,0.315744131,0.505318221,1.69771529,0.097780127,12086011900,9,1,11.1111,3,33.3333,4,44.4444,0,0
5097,5097,2358,2739,40.8,1999,5097,4471,119,0,76,3965,310,3655,360,231,335,531,464,406,187,1141,45609,2387,2054,29,0,18,45,189,3846,53,63,148,94,162,248,108,124,154,22,144,36,233,102,196,97,3576,1198,597,71,96803,44954,3913,2484,1429,2284,1999,285,1586,1435,301600,2387,FL,12,91,21002,12091021002,2.549774887,0.462625074,0.877182656,0.023347067,0,0.014910732,0.860494344,0.012149141,0,0.007540846,0.018852116,0.079178886,0.335011186,0.166946309,0.019854586,0.521812081,0.365192947,0.468314695,1.194097049,0.124781086,12091021002,7,0,0,3,42.8571,4,57.1429,0,14.2857
6253,6253,3276,2977,30.2,1975,6253,4582,808,21,233,4987,347,4640,695,545,861,892,505,459,119,564,27807,3347,3092,14,0,0,142,68,4707,192,19,40,0,91,32,56,117,75,27,71,39,68,69,51,0,3704,644,243,16,56414,29842,4858,3475,1383,2540,1975,565,1127,1118,223900,3347,FL,12,91,21200,12091021200,3.166075949,0.523908524,0.732768271,0.129217975,0.003358388,0.037262114,0.923812369,0.00418285,0,0,0.042426053,0.020316702,0.173866091,0.065604752,0.004319654,0.243790497,0.284685056,0.535263074,1.694683544,0.222440945,12091021200,1,0,0,1,100,0,0,0,0
4250,4250,1906,2344,43.6,1567,4250,3215,497,14,191,3592,394,3198,558,215,499,549,316,301,129,631,30437,1716,1564,0,0,0,9,117,3415,42,11,48,43,147,87,77,142,110,43,63,25,153,71,163,57,3078,803,368,69,76267,34582,3534,2000,1534,1636,1567,69,1145,1087,275100,1716,FL,12,91,21502,12091021502,2.712188896,0.448470588,0.756470588,0.116941176,0.003294118,0.044941176,0.911421911,0,0,0,0.005244755,0.068181818,0.260883691,0.119558155,0.022417154,0.402858999,0.434069044,0.403764706,1.095086152,0.042176039,12091021502,11,2,18.1818,5,45.4545,3,27.2727,0,9.0909
4224,4224,1967,2257,30.8,1760,4224,2410,797,0,25,3403,227,3176,454,415,771,541,410,310,59,216,24356,2226,1955,6,0,65,167,33,3371,53,98,69,1,55,15,31,1,198,59,7,40,107,0,67,25,2870,587,208,0,50035,25243,3383,2322,1061,2003,1760,243,1095,389,158400,2226,FL,12,91,22001,12091022001,2.4,0.465672348,0.570549242,0.188683712,0,0.005918561,0.878256963,0.002695418,0,0.029200359,0.075022462,0.014824798,0.204529617,0.072473868,0,0.277003484,0.313626958,0.526988636,1.264772727,0.121318023,12091022001,28,2,7.1429,4,14.2857,15,53.5714,3.5714,7.1429
1491,1491,723,768,62.3,843,1491,1417,5,7,20,1400,81,1319,157,61,165,107,176,110,73,470,49536,652,533,0,0,11,0,89,1385,19,5,11,16,77,42,66,149,25,29,0,25,78,55,77,47,1329,353,236,50,91250,83443,1394,663,731,6089,843,5246,1168,661,395900,652,FL,12,91,23303,12091023303,1.768683274,0.484909457,0.95036888,0.003353454,0.004694836,0.013413816,0.817484663,0,0,0.016871166,0,0.136503067,0.265613243,0.177577126,0.037622272,0.480812641,0.524390244,0.437290409,0.773428233,0.861553621,12091023303,6,0,0,5,83.3333,1,16.6667,0,16.6667
3273,3273,1580,1693,48.5,1383,3273,2919,71,0,74,2759,270,2489,368,167,227,240,221,415,109,742,50566,1596,1280,0,0,0,40,253,2655,24,43,63,65,187,125,151,76,35,36,49,59,207,157,80,70,2490,796,391,45,87933,48330,2701,1690,1011,2442,1383,1059,1831,1078,473300,1596,FL,12,91,23308,12091023308,2.36659436,0.48273755,0.891842346,0.021692637,0,0.022609227,0.802005013,0,0,0,0.025062657,0.158521303,0.319678715,0.157028112,0.018072289,0.494779116,0.374305813,0.487626031,1.154013015,0.433660934,12091023308,14,1,7.1429,4,28.5714,4,28.5714,0,7.1429
5238,5238,2723,2515,36.4,1669,5238,2986,1198,43,200,4329,516,3813,1022,459,981,728,368,157,0,98,17468,2708,2214,258,0,19,69,35,4096,47,17,53,22,95,6,24,0,66,41,28,45,12,77,58,0,3615,383,132,25,42871,17666,4267,2845,1422,2025,1669,356,950,600,106600,2708,FL,12,95,14302,12095014302,3.138406231,0.519854906,0.57006491,0.228713249,0.00820924,0.038182512,0.817577548,0.095273264,0,0.007016248,0.025480059,0.012924668,0.105947441,0.036514523,0.006915629,0.149377593,0.333255214,0.516991218,1.62252846,0.175802469,12095014302,46,2,4.3478,10,21.7391,20,43.4783,0,0
4896,4896,2324,2572,30.1,1832,4896,921,3632,0,9,3570,496,3074,575,270,1091,617,294,110,19,98,20538,2386,1683,485,28,22,49,32,3433,44,0,6,0,52,9,0,0,41,0,41,41,0,9,8,0,2834,192,59,0,28370,17131,3510,2822,688,2537,1832,705,938,133,57900,2386,FL,12,95,14502,12095014502,2.672489083,0.474673203,0.188112745,0.741830065,0,0.001838235,0.705364627,0.20326907,0.011735122,0.009220453,0.020536463,0.013411567,0.067748765,0.020818631,0,0.088567396,0.196011396,0.487336601,1.302401747,0.277887268,12095014502,10,4,40,2,20,1,10,0,0
5449,5449,3306,2143,32.9,1434,5449,2282,2719,20,24,4875,1792,3083,924,486,440,362,684,98,23,66,16739,1713,1492,107,0,0,19,22,4705,24,13,24,0,17,14,16,0,57,24,49,0,16,20,0,9,3984,203,53,9,29842,13722,4799,1858,2941,1944,1434,510,949,482,55900,1713,FL,12,95,14503,12095014503,3.79986053,0.606716829,0.418792439,0.49899064,0.003670398,0.004404478,0.870986573,0.062463514,0,0,0.011091652,0.012842966,0.050953815,0.013303213,0.002259036,0.066516064,0.612836008,0.314369609,1.194560669,0.262345679,12095014503,9,0,0,1,11.1111,5,55.5556,0,22.2222
4199,4199,1908,2291,44.9,1427,4199,43,4156,0,0,3576,521,3055,654,479,866,401,379,179,48,49,20153,1780,1493,257,0,18,0,12,3466,0,50,93,0,14,13,17,25,91,0,23,8,48,13,26,56,3099,312,152,0,39356,24932,3503,2026,1477,1717,1427,290,1002,746,75700,1780,FL,12,95,14605,12095014605,2.94253679,0.454393903,0.010240533,0.989759467,0,0,0.838764045,0.144382022,0,0.01011236,0,0.006741573,0.100677638,0.04904808,0,0.149725718,0.421638595,0.423910455,1.247372109,0.168899243,12095014605,15,2,13.3333,6,40,4,26.6667,0,13.3333
6275,6275,2748,3527,35.3,2010,6275,2283,2259,0,537,4764,777,3987,785,475,892,690,421,436,142,146,22446,2961,2803,46,0,0,27,76,4525,33,22,109,45,47,73,0,0,73,30,92,29,55,13,141,15,3928,550,164,28,44783,18049,4672,3222,1450,2098,2010,88,1213,667,169400,2961,FL,12,95,14805,12095014805,3.121890547,0.437928287,0.363824701,0.36,0,0.085577689,0.946639649,0.015535292,0,0,0.009118541,0.025667004,0.140020367,0.041751527,0.00712831,0.188900204,0.310359589,0.47187251,1.473134328,0.041944709,12095014805,19,0,0,6,31.5789,10,52.6316,10.5263,5.2632
4562,4562,2193,2369,39.3,1589,4562,3308,758,0,301,3958,534,3424,369,238,489,643,455,392,124,714,34544,2651,2474,0,0,9,1,167,3775,72,0,76,42,151,130,69,36,104,49,128,168,218,104,76,8,3282,894,298,40,91194,41643,3888,2820,1068,1679,1589,90,1492,1327,278000,2651,FL,12,95,14806,12095014806,2.870988043,0.480710215,0.725120561,0.166155195,0,0.065979833,0.933232742,0,0,0.003394945,0.000377216,0.062995096,0.272394881,0.090798294,0.01218769,0.375380865,0.274691358,0.581104779,1.668344871,0.053603335,12095014806,18,4,22.2222,2,11.1111,12,66.6667,0,0
5512,5512,2692,2820,46.8,1811,5512,4372,355,0,446,4626,647,3979,629,302,682,464,408,336,176,982,32072,2474,2247,0,0,10,19,198,4386,66,39,121,22,392,235,123,165,94,43,98,77,335,128,97,63,4126,1326,511,76,102440,46088,4550,2708,1842,2042,1811,231,2010,1577,365900,2474,FL,12,95,14810,12095014810,3.043622308,0.48838897,0.79317852,0.064404935,0,0.080914369,0.908245756,0,0,0.004042037,0.007679871,0.080032336,0.321376636,0.123848764,0.018419777,0.463645177,0.404835165,0.448838897,1.36609608,0.113124388,12095014810,12,4,33.3333,6,50,0,0,0,0
3832,3832,1793,2039,44.7,1518,3832,2754,258,0,600,3214,465,2749,315,217,309,301,356,345,189,717,44630,1901,1754,0,0,0,15,121,3083,36,72,68,45,133,148,59,89,75,76,123,117,269,64,111,41,2755,874,393,133,76779,45761,3163,2051,1112,2132,1518,614,1843,980,319600,1901,FL,12,95,14813,12095014813,2.524374177,0.467901879,0.71868476,0.067327766,0,0.1565762,0.922672278,0,0,0,0.007890584,0.06365071,0.317241379,0.142649728,0.048275862,0.508166969,0.35156497,0.496085595,1.252305665,0.287992495,12095014813,13,4,30.7692,4,30.7692,3,23.0769,0,23.0769
7091,7091,3082,4009,29,2192,7091,1129,5492,0,55,5001,594,4407,1075,465,1529,423,341,389,62,123,19997,3167,2828,244,0,64,8,15,4747,11,8,116,34,102,29,25,10,107,0,68,35,95,36,37,36,4147,561,169,19,34050,17322,4949,3606,1343,2334,2192,142,1092,428,178500,3167,FL,12,95,14904,12095014904,3.234945255,0.434635453,0.159215907,0.774502891,0,0.007756311,0.892958636,0.077044522,0,0.020208399,0.00252605,0.004736344,0.135278515,0.040752351,0.004581625,0.180612491,0.271367953,0.446622479,1.44479927,0.06083976,12095014904,14,1,7.1429,4,28.5714,5,35.7143,7.1429,7.1429
6727,6727,3158,3569,32.9,1957,6727,4565,681,0,55,5020,878,4142,618,444,845,738,595,320,88,494,26602,3262,2978,22,0,0,0,110,4653,66,0,68,17,182,20,15,0,44,35,142,23,124,40,0,8,4070,641,135,8,57768,23666,4873,3467,1406,2056,1957,99,1134,1184,164700,3262,FL,12,95,15002,12095015002,3.43740419,0.469451464,0.678608592,0.101233834,0,0.008176007,0.912936849,0.006744329,0,0,0,0.033721643,0.157493857,0.033169533,0.001965602,0.192628993,0.288528627,0.48491155,1.666836995,0.048151751,12095015002,9,3,33.3333,1,11.1111,2,22.2222,0,0
7219,7219,3702,3517,34,2174,7219,4854,995,108,20,5595,1101,4494,933,492,806,757,494,464,101,447,25147,3182,2951,13,0,37,17,22,5391,115,29,9,0,68,102,52,5,93,33,64,0,103,31,20,38,4738,524,155,44,54167,20717,5524,3560,1964,2261,2174,87,1131,1487,157100,3182,FL,12,95,15003,12095015003,3.320607176,0.512813409,0.672392298,0.137830724,0.014960521,0.002770467,0.927404148,0.004085481,0,0.011627907,0.005342552,0.006913891,0.110595188,0.032714225,0.009286619,0.152596032,0.355539464,0.440781272,1.463661454,0.038478549,12095015003,31,6,19.3548,8,25.8065,12,38.7097,3.2258,6.4516
6797,6797,3379,3418,38.3,2615,6797,4413,1469,15,541,5780,673,5107,879,355,1040,915,621,507,122,668,27269,3932,3382,356,0,0,30,97,5513,138,45,51,54,259,124,90,16,197,48,127,70,193,48,49,20,5139,1104,382,28,54278,27582,5682,4027,1655,2797,2615,182,1251,1899,178600,3932,FL,12,95,15103,12095015103,2.599235182,0.497131087,0.649257025,0.216124761,0.002206856,0.079593939,0.860122075,0.090539166,0,0,0.007629705,0.024669379,0.214827788,0.074333528,0.005448531,0.294609846,0.291270679,0.578490511,1.503632887,0.065069718,12095015103,11,1,9.0909,2,18.1818,6,54.5455,9.0909,9.0909
5687,5687,2948,2739,35.4,2094,5687,2908,1409,112,163,4519,505,4014,637,357,769,613,786,481,109,262,27440,3029,2643,38,21,31,51,185,4386,73,37,58,28,58,32,49,12,50,12,20,24,52,45,68,0,4077,428,190,0,55400,24182,4410,3200,1210,2226,2094,132,958,1319,141000,3029,FL,12,95,15104,12095015104,2.715854823,0.518375242,0.511341656,0.247758045,0.019694039,0.02866186,0.872565203,0.012545395,0.006932981,0.010234401,0.01683724,0.061076263,0.104979151,0.046602894,0,0.151582046,0.274376417,0.532618252,1.446513849,0.059299191,12095015104,14,1,7.1429,2,14.2857,6,42.8571,0,0
2259,2259,1033,1226,20.9,594,2259,1991,74,5,168,2206,1193,1013,285,88,80,83,111,41,39,286,30066,542,315,22,0,0,107,97,2183,5,3,17,60,15,62,60,90,21,46,40,25,53,24,70,81,898,281,265,64,73750,39421,2206,577,1629,744,594,150,1278,438,472100,542,FL,12,95,16001,12095016001,3.803030303,0.457281983,0.881363435,0.032757857,0.002213369,0.07436919,0.581180812,0.040590406,0,0,0.197416974,0.17896679,0.312917595,0.295100223,0.071269488,0.679287305,0.738440617,0.239929172,0.912457912,0.201612903,12095016001,34,0,0,12,35.2941,22,64.7059,5.8824,5.8824
2544,2544,1277,1267,48.9,1037,2544,2342,28,0,88,2146,301,1845,235,125,127,110,157,136,91,864,68531,1244,1059,0,0,0,0,185,2048,66,21,42,71,165,235,95,183,37,73,46,37,190,189,134,67,1970,775,452,161,205625,126848,2097,1269,828,1208,1037,171,1875,921,848400,1244,FL,12,95,16002,12095016002,2.453230473,0.501965409,0.920597484,0.011006289,0,0.034591195,0.851286174,0,0,0,0,0.148713826,0.393401015,0.229441624,0.081725888,0.704568528,0.394849785,0.488993711,1.199614272,0.141556291,12095016002,9,0,0,3,33.3333,6,66.6667,0,0
6746,6746,3252,3494,37.3,2743,6746,5074,551,55,169,5657,705,4952,1004,494,943,511,634,435,256,675,25875,3115,2414,42,0,30,181,359,5446,281,79,76,115,189,69,173,143,194,126,160,227,172,90,167,187,4998,1412,890,57,46348,30856,5481,3304,2177,3120,2743,377,1118,963,186900,3115,FL,12,95,16301,12095016301,2.459351075,0.482063445,0.752149422,0.081678031,0.00815298,0.025051883,0.774959872,0.013483146,0,0.009630819,0.058105939,0.115248796,0.282513005,0.178071228,0.011404562,0.471988796,0.397190294,0.461755114,1.135617937,0.120833333,12095016301,11,1,9.0909,6,54.5455,3,27.2727,9.0909,0
4609,4609,2423,2186,29.9,1732,4609,3349,592,8,147,3862,481,3381,733,430,865,722,358,160,23,90,19897,2662,2140,186,0,31,161,86,3805,147,29,55,21,44,19,46,24,197,15,59,8,44,0,0,0,3096,592,92,8,33939,17569,3843,2820,1023,1985,1732,253,1195,348,205200,2662,FL,12,95,16302,12095016302,2.66108545,0.525710566,0.726621827,0.128444348,0.001735734,0.03189412,0.803906837,0.069872276,0,0.011645379,0.060480841,0.032306536,0.19121447,0.029715762,0.002583979,0.223514212,0.266198283,0.577565632,1.536951501,0.127455919,12095016302,22,1,4.5455,10,45.4545,6,27.2727,4.5455,0
3143,3143,1698,1445,32.7,998,3143,1832,519,5,351,2568,434,2134,412,312,331,380,347,174,126,52,25153,1667,1473,0,0,63,32,80,2367,37,0,58,0,41,45,6,16,56,23,42,6,31,14,8,8,2067,279,89,0,51377,20240,2440,1813,627,1162,998,164,1307,364,161800,1667,FL,12,95,16402,12095016402,3.149298597,0.540248171,0.582882596,0.165128858,0.001590837,0.111676742,0.883623275,0,0,0.037792442,0.019196161,0.047990402,0.134978229,0.043057571,0,0.178035801,0.256967213,0.530384983,1.670340681,0.141135972,12095016402,17,0,0,6,35.2941,9,52.9412,0,5.8824
2423,2423,1440,983,30.5,1137,2423,1395,540,0,61,2186,355,1831,203,164,421,269,398,194,15,167,30308,1501,1492,0,0,0,9,0,2106,49,71,73,9,25,54,5,5,13,72,77,27,26,21,29,0,1614,297,195,47,47946,28933,2166,1653,513,1306,1137,169,1230,180,121300,1501,FL,12,95,16406,12095016406,2.131046614,0.594304581,0.575732563,0.222864218,0,0.025175402,0.994003997,0,0,0,0.005996003,0,0.18401487,0.120817844,0.029120198,0.333952912,0.236842105,0.619479983,1.320140721,0.129402757,12095016406,18,1,5.5556,4,22.2222,12,66.6667,5.5556,0
5788,5788,2851,2937,40.6,1874,5788,4511,477,0,202,4893,613,4280,633,284,912,649,707,343,126,626,29936,3025,2771,7,0,0,9,151,4704,187,78,58,64,202,83,51,46,221,88,132,48,287,90,72,44,4301,1210,477,41,79167,29790,4830,3164,1666,1988,1874,114,1723,1681,238100,3025,FL,12,95,16728,12095016728,3.088580576,0.492570836,0.779371113,0.082411887,0,0.034899793,0.916033058,0.00231405,0,0,0.002975207,0.049917355,0.281329923,0.110904441,0.009532667,0.401767031,0.344927536,0.522633034,1.614194237,0.057344064,12095016728,18,1,5.5556,5,27.7778,12,66.6667,0,0
7553,7553,3727,3826,41.2,2235,7553,4475,300,0,337,6298,718,5580,1009,588,1218,837,863,497,145,423,24592,4285,3990,153,0,0,31,98,6058,45,45,26,26,175,85,18,36,183,0,128,22,211,138,86,33,5392,872,274,81,59793,26844,6269,4593,1676,2655,2235,420,1368,1444,177400,4285,FL,12,95,17013,12095017013,3.379418345,0.493446313,0.592479809,0.039719317,0,0.044618033,0.931155193,0.035705951,0,0,0.007234539,0.022870478,0.161721068,0.050816024,0.015022255,0.227559347,0.267347264,0.567324242,1.917225951,0.15819209,12095017013,22,2,9.0909,5,22.7273,10,45.4545,0,0
7286,7286,3388,3898,37.4,2246,7286,4253,1392,0,203,6048,1294,4754,907,666,1385,832,511,352,43,58,17991,3278,3145,0,0,0,41,19,5524,0,0,0,58,118,20,17,0,23,9,161,48,59,60,33,0,4474,411,68,58,37330,16054,5954,3473,2481,2507,2246,261,1256,1331,161600,3278,FL,12,97,42702,12097042702,3.243989314,0.465001372,0.583722207,0.191051331,0,0.027861652,0.95942648,0,0,0,0.012507627,0.005796217,0.091864104,0.015198927,0.012963791,0.120026822,0.416694659,0.449903925,1.459483526,0.104108496,12097042702,12,0,0,3,25,7,58.3333,0,0
2900,2900,1572,1328,57,1578,2900,2712,33,34,45,2768,288,2480,331,340,440,295,263,296,133,382,30443,1077,958,12,0,0,0,55,2733,36,12,12,6,60,10,28,79,53,20,49,13,104,71,49,48,2571,391,181,28,48250,36661,2747,1180,1567,2450,1578,872,980,1116,180300,1077,FL,12,101,30202,12101030202,1.837769328,0.542068966,0.935172414,0.01137931,0.011724138,0.015517241,0.889507892,0.011142061,0,0,0,0.051067781,0.152080902,0.070400622,0.010890704,0.233372229,0.570440481,0.37137931,0.682509506,0.355918367,12101030202,12,2,16.6667,3,25,2,16.6667,0,8.3333
1557,1557,675,882,62.1,813,1557,1515,0,0,21,1382,244,1138,143,185,298,211,160,69,12,60,22470,399,366,6,0,0,0,14,1359,0,0,0,0,5,14,13,12,0,0,5,0,0,11,17,7,1291,40,24,0,32310,24683,1382,470,912,1235,813,422,821,575,36300,399,FL,12,101,30203,12101030203,1.915129151,0.433526012,0.973025048,0,0,0.013487476,0.917293233,0.015037594,0,0,0,0.035087719,0.030983734,0.01859024,0,0.049573974,0.659913169,0.256262042,0.490774908,0.341700405,12101030203,4,0,0,0,0,2,50,0,0
3059,3059,1582,1477,42.4,1072,3059,2856,176,18,0,2475,475,2000,457,209,550,200,279,167,52,86,19845,1068,893,13,0,0,7,79,2299,17,0,0,30,21,0,0,28,36,0,21,0,0,19,26,0,2105,121,77,0,39861,17664,2466,1242,1224,1172,1072,100,888,790,95100,1068,FL,12,101,31206,12101031206,2.853544776,0.517162471,0.933638444,0.057535142,0.005884276,0,0.836142322,0.012172285,0,0,0.006554307,0.073970037,0.057482185,0.036579572,0,0.094061758,0.496350365,0.349133704,0.996268657,0.085324232,12101031206,3,0,0,0,0,2,66.6667,0,0
9171,9171,5167,4004,40.2,2436,9171,7720,695,39,216,7767,2173,5594,1167,345,745,568,753,614,288,1114,32879,2571,2204,0,0,0,30,300,7435,42,15,173,73,276,112,151,241,134,43,206,118,311,114,165,151,6765,1458,587,222,81509,29329,7606,2710,4896,2844,2436,408,1743.8,2138,235700,2571,FL,12,101,31902,12101031902,3.764778325,0.56340639,0.841783884,0.075782357,0.004252535,0.023552502,0.857253987,0,0,0,0.011668611,0.116686114,0.215521064,0.08677014,0.032815965,0.335107169,0.64370234,0.280340203,1.055418719,0.143459916,12101031902,6,1,16.6667,0,0,3,50,0,0
2222,2222,1057,1165,69.5,1289,2222,2127,0,0,70,2112,184,1928,242,202,229,245,192,308,68,442,37647,462,361,0,0,0,0,101,2112,0,0,17,7,97,37,188,181,4,31,29,0,87,39,189,63,2072,611,211,51,64882,49799,2112,529,1583,3113,1289,1824,1678,1110,289600,462,FL,12,103,20108,12103020108,1.723816912,0.47569757,0.957245725,0,0,0.03150315,0.781385281,0,0,0,0,0.218614719,0.29488417,0.101833977,0.0246139,0.421332046,0.749526515,0.207920792,0.358417378,0.585929971,12103020108,6,0,0,3,50,1,16.6667,0,0
2903,2903,1515,1388,47.9,1290,2903,1822,894,7,9,2693,291,2402,271,287,389,429,353,286,45,342,30908,1522,1361,21,0,0,10,93,2613,136,23,32,20,126,22,102,44,33,11,47,0,147,67,94,108,2416,717,200,64,57230,34805,2678,1626,1052,1683,1290,393,1110,704,231200,1522,FL,12,103,20207,12103020207,2.250387597,0.521873924,0.627626593,0.307957286,0.002411299,0.003100241,0.894218134,0.013797635,0,0,0.006570302,0.061103811,0.296771523,0.082781457,0.026490066,0.406043046,0.392830471,0.524285222,1.179844961,0.233511586,12103020207,2,0,0,0,0,2,100,0,0
4506,4506,2133,2373,35.5,1751,4506,3494,642,0,136,3610,606,3004,502,251,619,423,494,311,81,323,27444,2206,1956,0,14,11,8,171,3380,68,18,33,20,126,75,65,22,92,43,116,33,93,70,42,40,2941,635,288,0,50694,23782,3506,2387,1119,2249,1751,498,1082,691,170400,2206,FL,12,103,24408,12103024408,2.573386636,0.473368842,0.775410564,0.142476698,0,0.03018198,0.886672711,0,0.006346328,0.004986401,0.003626473,0.077515866,0.215912955,0.097925876,0,0.31383883,0.319167142,0.489569463,1.259851513,0.221431747,12103024408,28,9,32.1429,3,10.7143,10,35.7143,0,7.1429
3296,3296,1524,1772,58.4,1449,3296,2866,168,0,121,3045,211,2834,629,286,402,369,427,319,114,288,27589,1225,1151,0,0,18,10,37,3037,7,12,58,0,110,29,50,31,67,6,36,18,52,45,51,43,2839,431,146,26,53870,29648,3037,1448,1589,1675,1449,226,895,1280,159100,1225,FL,12,103,24512,12103024512,2.274672188,0.462378641,0.869538835,0.050970874,0,0.036711165,0.939591837,0,0,0.014693878,0.008163265,0.030204082,0.151814019,0.051426559,0.009158154,0.212398732,0.523213698,0.371662621,0.845410628,0.134925373,12103024512,17,1,5.8824,7,41.1765,4,23.5294,5.8824,23.5294
2249,2249,1136,1113,41.8,769,2249,1644,226,4,154,1959,281,1678,369,225,273,229,202,140,50,190,23293,969,848,10,0,0,0,103,1891,44,52,64,0,40,0,21,23,7,4,68,0,46,19,19,4,1668,309,96,0,36493,28512,1943,1025,918,909,769,140,998,407,185700,969,FL,12,103,24804,12103024804,2.924577373,0.505113384,0.730991552,0.100489106,0.001778568,0.068474878,0.875128999,0.010319917,0,0,0,0.10629515,0.185251799,0.057553957,0,0.242805755,0.47246526,0.430858159,1.260078023,0.154015402,12103024804,24,0,0,4,16.6667,16,66.6667,0,4.1667
