fips,longitude,latitude
12011110403,-80.23849796660531,25.982774198736596
12011060114,-80.26726075063165,26.191663537927933
12011060120,-80.33903650651558,26.138549673751
12011040902,-80.15693984321858,26.13665998032718
12011010601,-80.27632834159702,26.309867614242897
