iter	Logloss
347	0.4885836054
348	0.4882607551
349	0.4877677389
350	0.4871560203
351	0.4866108505
352	0.4864006389
353	0.486147227
354	0.4858981708
355	0.4855960327
356	0.4852318644
357	0.4850206903
358	0.4846822425
359	0.4843380646
360	0.4838106755
361	0.4836662039
362	0.483102663
363	0.4827325717
364	0.482386487
365	0.481926711
366	0.4814840188
367	0.4813884159
368	0.4810529451
369	0.480762862
370	0.4803709761
371	0.4801855664
372	0.4796765147
373	0.4792895158
374	0.4790053334
375	0.4788026826
376	0.478484909
377	0.4780945667
378	0.4778646143
379	0.4775102544
380	0.4771806357
381	0.4767748169
382	0.4765017468
383	0.4761360746
384	0.4759761957
385	0.4755535563
386	0.4750040086
387	0.4746082759
388	0.4742077498
389	0.4739241066
390	0.4736087874
391	0.473371154
392	0.4730803906
393	0.4728556475
394	0.4724559659
395	0.4720750239
396	0.4715396885
397	0.4713863399
398	0.4710897188
399	0.470818117
400	0.4704508928
401	0.4701802161
402	0.469935773
403	0.4695057319
404	0.4692445242
405	0.4690905395
406	0.4687706164
407	0.4684439583
408	0.4682012056
409	0.4679078046
410	0.4676076322
411	0.4669837152
412	0.4667216507
413	0.4664729552
414	0.4658754352
415	0.4653105215
416	0.4649077024
417	0.4644701045
418	0.4641117496
419	0.4638560031
420	0.4632882076
421	0.4629673778
422	0.4628565481
423	0.4627038487
424	0.4625360075
425	0.4622046405
426	0.4617345872
427	0.4612088758
428	0.4608944287
429	0.4605708229
430	0.4603252457
431	0.4598470769
432	0.4594318451
433	0.4591102025
434	0.4588390794
435	0.4586675097
436	0.4584907843
437	0.4580114145
438	0.4577485548
439	0.4574742333
440	0.4571843469
441	0.4569576051
442	0.4565776167
443	0.4561723123
444	0.4559462386
445	0.4554755381
446	0.4551213792
447	0.4547905324
448	0.4545435743
449	0.4542241655
450	0.454053373
451	0.4537067281
452	0.4534616751
453	0.4530661686
454	0.452858061
455	0.4525395667
456	0.4521904038
457	0.4520990354
458	0.4517687796
459	0.4513492356
460	0.4510621254
461	0.4509667829
462	0.4507652435
463	0.4504399473
464	0.4502436947
465	0.4500829424
466	0.4499139548
467	0.4496544323
468	0.4491743999
469	0.4488422426
470	0.4486526881
471	0.4482529249
472	0.4480137807
473	0.4477604262
474	0.4474095683
475	0.4470728229
476	0.4467482918
477	0.4463175025
478	0.4460241361
479	0.4459178819
480	0.4454413197
481	0.4452546805
482	0.4449233607
483	0.4445223719
484	0.4442383982
485	0.4440902525
486	0.4438024984
487	0.4434838332
488	0.4432708509
489	0.4429228092
490	0.4426915803
491	0.4422219542
492	0.4420371835
493	0.4419101179
494	0.4415145836
495	0.4410914329
496	0.4408285966
497	0.4406779617
498	0.440348093
499	0.4399861815
500	0.4398729873
501	0.4397126185
502	0.4395381476
503	0.4392489832
504	0.4389634737
505	0.4384220755
506	0.4382433274
507	0.4379668336
508	0.437638354
509	0.4372486902
510	0.436878149
511	0.4367554671
512	0.4366621814
513	0.4363248118
514	0.43608105
515	0.4358071205
516	0.4357438555
517	0.4353078727
518	0.4350249676
519	0.4346506599
520	0.4343293445
521	0.434121269
522	0.433772162
523	0.4333807905
524	0.4332184319
525	0.4327941996
526	0.4323747242
527	0.4322528163
528	0.4320624451
529	0.4317035927
530	0.4314796075
531	0.4312493682
532	0.4309643557
533	0.4307091506
534	0.4305362792
535	0.4302995897
536	0.4301351714
537	0.4298429598
538	0.4296126243
539	0.4292181045
540	0.429107673
541	0.4289483308
542	0.428507096
543	0.4282147163
544	0.4280479222
545	0.4278369003
546	0.4275631203
547	0.4271761814
548	0.4269500423
549	0.4267726699
550	0.4265439141
551	0.4260903734
552	0.4256738214
553	0.42549025
554	0.425219602
555	0.4249579637
556	0.4246315615
557	0.4243943292
558	0.4241110224
559	0.4238778458
560	0.4233592053
561	0.4231008825
562	0.4229437671
563	0.4226216619
564	0.422392987
565	0.4221254489
566	0.421847548
567	0.4217199583
568	0.4214934744
569	0.4212960497
570	0.421095976
571	0.4208487097
572	0.4205573833
573	0.4202853909
574	0.4200276243
575	0.4195017916
576	0.4193951354
577	0.4191992288
578	0.4189783524
579	0.418694678
580	0.4184248849
581	0.4181592438
582	0.4178943686
583	0.4175276985
584	0.4170012524
585	0.4166953567
586	0.4164136252
587	0.416167225
588	0.4160377624
589	0.4156640913
590	0.4155660889
591	0.4152090899
592	0.4150232437
593	0.4146368252
594	0.4141770044
595	0.4138373035
596	0.4135463886
597	0.41317928
598	0.4130424397
599	0.4127567733
600	0.4122329029
601	0.4120910826
602	0.4118209231
603	0.4115724888
604	0.4112978262
605	0.4111136184
606	0.4108621143
607	0.4106341511
608	0.4102062123
609	0.4098751208
610	0.4095665811
611	0.4093638491
612	0.4091548586
613	0.4089902968
614	0.4088338635
615	0.4086165164
616	0.4083980343
617	0.4081474349
618	0.4077919126
619	0.4074792053
620	0.4071375286
621	0.4068949707
622	0.4067111403
623	0.4064654558
624	0.406206866
625	0.4059155591
626	0.4057565809
627	0.4053090066
628	0.4050802997
629	0.4047337469
630	0.4045811776
631	0.4042191447
632	0.4039194529
633	0.4036224341
634	0.4031510325
635	0.4030149915
636	0.40283704
637	0.4026882789
638	0.4023464427
639	0.4019839632
640	0.4016941847
641	0.4014372341
642	0.4012871564
643	0.4011071189
644	0.4008199421
645	0.4004580711
646	0.4003153188
647	0.4001664701
648	0.39999221
649	0.399768792
650	0.3994193364
651	0.3992607464
652	0.3988538615
653	0.398444977
654	0.3983401624
655	0.3982382794
656	0.3979811688
657	0.3976265392
658	0.3974226851
659	0.3971761417
660	0.3968383119
661	0.3966665453
662	0.3963536474
663	0.3961600805
664	0.3960017793
665	0.3958618664
666	0.3955526121
667	0.3954182327
668	0.3952357075
669	0.3950136881
670	0.3947059408
671	0.3943185212
672	0.3940473829
673	0.3938910853
674	0.3937206685
675	0.3935045098
676	0.3932750973
677	0.3932509009
678	0.3930447621
679	0.3928049647
680	0.392721728
681	0.3924649026
682	0.392224884
683	0.3918706657
684	0.3916652684
685	0.3915529366
686	0.3913263648
687	0.3910645324
688	0.390844235
689	0.3905274627
690	0.390124861
691	0.3898589917
692	0.3897148936
693	0.3895770643
694	0.3894143796
695	0.3892616697
696	0.3889520134
697	0.3886423105
698	0.388482874
699	0.3881830531
700	0.3877902265
701	0.3875921681
702	0.3874893974
703	0.3872234479
704	0.3870135634
705	0.3868069039
706	0.3866170451
707	0.3863397333
708	0.3861053201
709	0.385945671
710	0.3856257189
711	0.3855317538
712	0.3853064168
713	0.3850382652
714	0.3849072248
715	0.3845344452
716	0.3841948958
717	0.3838273843
718	0.3834865611
719	0.3832186634
720	0.3830700413
721	0.3828857728
722	0.3826290047
723	0.3824639278
724	0.3821489291
725	0.3818775986
726	0.3817039437
727	0.3814624354
728	0.3813233683
729	0.3809883506
730	0.3806371617
731	0.3803368142
732	0.3801590223
733	0.3799812702
734	0.3796921024
735	0.3793763255
736	0.3791846181
737	0.3790302785
738	0.3789065973
739	0.3785589935
740	0.3782810073
741	0.3781211157
742	0.3777929488
743	0.3775089132
744	0.3771787381
745	0.3770144078
746	0.3767407274
747	0.3765797491
748	0.37641457
749	0.3762309842
750	0.376009568
751	0.3757163572
752	0.3755264123
753	0.3752020194
754	0.3749230608
755	0.3746924602
756	0.3744319002
757	0.3742923082
758	0.3740520177
759	0.3739198311
760	0.373711231
761	0.3735879504
762	0.3735020383
763	0.3733058644
764	0.3729226359
765	0.3726912175
766	0.3723892751
767	0.3721574047
768	0.3720911132
769	0.3719414295
770	0.3718082054
771	0.3715948129
772	0.3713419853
773	0.3710452011
774	0.3708031921
775	0.3706084919
776	0.370440138
777	0.3702562961
778	0.3699976078
779	0.3698323448
780	0.369559918
781	0.369486321
782	0.3693934759
783	0.3692131925
784	0.3690915699
785	0.3688805766
786	0.3686545105
787	0.3684500328
788	0.3681790363
789	0.367918474
790	0.3677099382
791	0.3675060026
792	0.3672130252
793	0.3670562486
794	0.3669578569
795	0.3667518218
796	0.3666090138
797	0.3665287321
798	0.366332269
799	0.3660458774
800	0.3657875549
801	0.3655501601
802	0.3653973335
803	0.3651857253
804	0.3650367783
805	0.3648901261
806	0.3646386042
807	0.3644988592
808	0.3643976075
809	0.3642536178
810	0.3640542112
811	0.363850821
812	0.3636584629
813	0.3633523894
814	0.363045931
815	0.3628294745
816	0.3625792003
817	0.3624503736
818	0.3622575194
819	0.3620920131
820	0.3619613093
821	0.3616850726
822	0.3613912575
823	0.3611417567
824	0.3609215898
825	0.3605908335
826	0.3604196124
827	0.3601482761
828	0.3599680171
829	0.3597562829
830	0.3594169369
831	0.3591408233
832	0.3590722999
833	0.358911464
834	0.3586793102
835	0.3585518631
836	0.3583108089
837	0.3581689411
838	0.3579705197
839	0.3577180166
840	0.357509953
841	0.3571803868
842	0.3570742179
843	0.3569428407
844	0.3566733788
845	0.3564679615
846	0.3562550153
847	0.3559059918
848	0.3556552097
849	0.3554653447
850	0.3552843869
851	0.3551646527
852	0.354993736
853	0.3547424854
854	0.3546294243
855	0.3543555369
856	0.3541384486
857	0.3539532328
858	0.3537471162
859	0.3535487422
860	0.3533992416
861	0.3532777011
862	0.3531455074
863	0.3528361367
864	0.3527360141
865	0.3524700729
866	0.3522223419
867	0.3519438113
868	0.3517930757
869	0.3516022879
870	0.3514267838
871	0.3511401536
872	0.3508672844
873	0.3506968903
874	0.3505296811
875	0.3504390803
876	0.3501806898
877	0.3500692292
878	0.3498807913
879	0.3496224718
880	0.3494807021
881	0.3492357178
882	0.3489602255
883	0.3488537504
884	0.3486050384
885	0.348311213
886	0.3481621524
887	0.3479851399
888	0.3478308546
889	0.3476910949
890	0.3474525303
891	0.3471038394
892	0.346984668
893	0.346804481
894	0.3466621148
895	0.3464963273
896	0.3463774563
897	0.3460988468
898	0.3459114624
899	0.3456531068
900	0.3455162745
901	0.3451965895
902	0.3449197545
903	0.3447967455
904	0.344734686
905	0.344474001
906	0.3443617615
907	0.3442251217
908	0.3440190457
909	0.3439297133
910	0.3436109666
911	0.34334855
912	0.3431593357
913	0.3430378234
914	0.3427924394
915	0.34267857
916	0.3424495559
917	0.3422316359
918	0.342142865
919	0.3419826541
920	0.341844298
921	0.3416782248
922	0.3415336496
923	0.341284512
924	0.3410598473
925	0.3409624758
926	0.3407476804
927	0.3406192145
928	0.3404387339
929	0.3402917655
930	0.3401322173
931	0.3399945869
932	0.3398061916
933	0.3396616865
934	0.3394216637
935	0.3391875611
936	0.3390473785
937	0.338933473
938	0.338578491
939	0.3382917528
940	0.3381021845
941	0.3379241063
942	0.3378119023
943	0.337666799
944	0.3373495692
945	0.3371593522
946	0.337015832
947	0.3369098446
948	0.3367242403
949	0.3365942182
950	0.3364044426
951	0.336212912
952	0.335991498
953	0.3358549732
954	0.3357058237
955	0.3354683122
956	0.3350229757
957	0.3345339191
958	0.3342958122
959	0.3341580284
960	0.3340513174
961	0.3338249411
962	0.3335299064
963	0.3332507006
964	0.3330911145
965	0.3329381973
966	0.3327342573
967	0.3325792602
968	0.3324666354
969	0.3322413501
970	0.3320068469
971	0.3317617978
972	0.331581754
973	0.3314301191
974	0.3311682683
975	0.330860343
976	0.3306593652
977	0.3303086756
978	0.3301209662
979	0.3300273843
980	0.329708499
981	0.3295924423
982	0.3294303846
983	0.3292962446
984	0.3290160396
985	0.3288594094
986	0.3284550303
987	0.3283176483
988	0.3281838032
989	0.328080273
990	0.3279766489
991	0.3278525416
992	0.3276890599
993	0.3274401574
994	0.3273576157
995	0.327205104
996	0.3270285114
997	0.3268723748
998	0.3267497893
999	0.3265828212
